Restaurant Name,Restaurant ID,Latitude,Longitude,Address,Votes,Average Cost for two,Locality,Locality Verbose,Aggregate rating,City,Price range,Has Online delivery,Rating text,Rating color,Has Table booking,Country Code,Currency,Is delivering now
Chang Garden,17582527,42.8928,-112.441,"1000 Pocatello Creek Rd Ste W2, Pocatello, ID 83201",93,10,Pocatello,"Pocatello, Pocatello",3.5,Pocatello,1,No,Good,Yellow,No,216,Dollar($),No
Fifth Street Bagelry,17582551,42.8631,-112.4397,"559 S 5TH Ave, Pocatello, ID 83201",136,10,Pocatello,"Pocatello, Pocatello",3.8,Pocatello,1,No,Good,Yellow,No,216,Dollar($),No
Goody's Deli,17582558,42.8604,-112.4365,"905 S 5th Ave, Pocatello, ID 83201",160,10,Pocatello,"Pocatello, Pocatello",3.8,Pocatello,1,No,Good,Yellow,No,216,Dollar($),No
Grecian Key Restaurant,17582560,42.8639,-112.4524,"314 N Main St, Pocatello, ID 83204",152,25,Pocatello,"Pocatello, Pocatello",3.7,Pocatello,2,No,Good,Yellow,No,216,Dollar($),No
Outer Limits Fun Zone,17582677,42.878077,-112.459988,"1800 Garrett Way, Pocatello, ID 83201",57,10,Pocatello,"Pocatello, Pocatello",3.5,Pocatello,1,No,Good,Yellow,No,216,Dollar($),No
Portneuf Valley Brewing,17582670,42.860024,-112.443213,"615 South 1st Avenue, ID 83201",191,25,Pocatello,"Pocatello, Pocatello",3.7,Pocatello,2,No,Good,Yellow,No,216,Dollar($),No
Sandpiper Restaurant & Lounge,17582625,42.9012,-112.432,"1400 Bench Rd, Pocatello, ID 83201",85,40,Pocatello,"Pocatello, Pocatello",3.6,Pocatello,3,No,Good,Yellow,No,216,Dollar($),No
Senor Iguanas,17582627,42.8942,-112.4433,"961 Hiline Rd, Pocatello, ID 83201",108,0,Pocatello,"Pocatello, Pocatello",3.6,Pocatello,1,No,Good,Yellow,No,216,Dollar($),No
Sushi Family,17582700,42.88245,-112.452013,"415 Yellowstone Ave, Pocatello, ID 83201",132,25,Pocatello,"Pocatello, Pocatello",3.6,Pocatello,2,No,Good,Yellow,No,216,Dollar($),No
Taste of India Nepal,17582664,42.863969,-112.45253,"330 N Main Street, Pocatello, ID 83204",141,25,Pocatello,"Pocatello, Pocatello",3.8,Pocatello,2,No,Good,Yellow,No,216,Dollar($),No
Thai Paradise,17582682,42.861871,-112.450106,"140 S. Main, Pocatello, ID 83204",162,25,Pocatello,"Pocatello, Pocatello",3.7,Pocatello,2,No,Good,Yellow,No,216,Dollar($),No
The Bridge,17582669,42.8585987,-112.4413856,"815 S 1st Street, Pocatello, ID 83201",144,40,Pocatello,"Pocatello, Pocatello",3.6,Pocatello,3,No,Good,Yellow,No,216,Dollar($),No
Nosh Mahal,18491935,42.891174,-112.44853,"303 E Alameda Road, ID 83201",1,25,Pocatello,"Pocatello, Pocatello",0.0,Pocatello,2,No,Not rated,White,No,216,Dollar($),No
El Herradero,17582546,42.8774,-112.4419,"123 Jefferson Ave, Pocatello, ID 83201",365,10,Pocatello,"Pocatello, Pocatello",4.1,Pocatello,1,No,Very Good,Green,No,216,Dollar($),No
Barrett Junction Cafe,17629582,32.613431,-116.704731,"1020 Barrett Lake Rd, Dulzura, CA 91917",9,25,Potrero,"Potrero, Potrero",3.3,Potrero,2,No,Average,Orange,No,216,Dollar($),No
Blue Point Grill,17211719,40.352385,-74.651139,"258 Nassau St, Princeton, NJ 08542",542,70,Princeton,"Princeton, Princeton",4.0,Princeton,4,No,Very Good,Green,No,216,Dollar($),No
Giovanni's Shrimp Truck,17144717,21.677078,-157.948486,"56-505 Kamehameha Hwy, Kahuku, HI 96731",691,25,Kahuku,"Kahuku, Rest of Hawaii",4.5,Rest of Hawaii,2,No,Excellent,Dark Green,No,216,Dollar($),No
Kona Brewing Company,17143970,19.642752,-155.997362,"75-5629 Kuakini Highway, Kailua Kona, HI 96740",764,35,Kailua Kona,"Kailua Kona, Rest of Hawaii",4.7,Rest of Hawaii,3,No,Excellent,Dark Green,No,216,Dollar($),No
Coconuts Fish Cafe,17144991,20.748838,-156.455284,"1279 S Kihei Road, Kihei, HI 96753",487,30,Kihei,"Kihei, Rest of Hawaii",4.5,Rest of Hawaii,3,No,Excellent,Dark Green,No,216,Dollar($),No
Kihei Caffe,17142519,20.731487,-156.451847,"1945 S Kihei Road, Kihei, HI 96753",695,10,Kihei,"Kihei, Rest of Hawaii",4.5,Rest of Hawaii,1,No,Excellent,Dark Green,No,216,Dollar($),No
Monkeypod Kitchen by Merriman,17145408,20.6883746,-156.4309473,"10 Wailea Gateway Place, Unit B-201 Kihei, Hawaii, HI 96753",485,40,Kihei,"Kihei, Rest of Hawaii",4.2,Rest of Hawaii,3,No,Very Good,Green,No,216,Dollar($),No
Sansei Seafood Restaurant & Sushi Bar,17143336,20.733554,-156.452556,"1881 S Kihei Rd, Kihei, HI 96753",807,40,Kihei,"Kihei, Rest of Hawaii",4.2,Rest of Hawaii,3,No,Very Good,Green,No,216,Dollar($),No
Star Noodle,17145077,20.885226,-156.674835,"286 Kupuohi St, Lahaina, HI 96761",723,10,Lahaina,"Lahaina, Rest of Hawaii",4.6,Rest of Hawaii,1,No,Excellent,Dark Green,No,216,Dollar($),No
Aloha Mixed Plate,17141447,20.886564,-156.684967,"1285 Front St, Lahaina, HI 96761",874,10,Lahaina,"Lahaina, Rest of Hawaii",4.2,Rest of Hawaii,1,No,Very Good,Green,No,216,Dollar($),No
Gazebo,17142096,20.992316,-156.667037,"5315 Lower Honoapiilani Rd, Lahaina, HI 96761",552,25,Lahaina,"Lahaina, Rest of Hawaii",4.4,Rest of Hawaii,2,No,Very Good,Green,No,216,Dollar($),No
Hula Grill,17142297,20.921347,-156.693821,"2435 Kaanapali Pkwy, Lahaina, HI 96761",1056,40,Lahaina,"Lahaina, Rest of Hawaii",4.3,Rest of Hawaii,3,No,Very Good,Green,No,216,Dollar($),No
Kimo's,17142535,20.876127,-156.680666,"845 Front St, Lahaina, HI 96761",707,40,Lahaina,"Lahaina, Rest of Hawaii",4.3,Rest of Hawaii,3,No,Very Good,Green,No,216,Dollar($),No
Mama's Fish House,17142792,20.929622,-156.366445,"799 Poho Pl, Paia, HI 96779",1343,70,Paia,"Paia, Rest of Hawaii",4.9,Rest of Hawaii,4,No,Excellent,Dark Green,No,216,Dollar($),No
Marukame Udon,17145495,21.279476,-157.825979,"2310 Kuhio Avenue, Honolulu, HI 96815",602,10,Waikiki,"Waikiki, Rest of Hawaii",4.9,Rest of Hawaii,1,No,Excellent,Dark Green,No,216,Dollar($),No
Yard House,17143950,21.2794952,-157.8312476,"226 Lewers St, Honolulu, HI 96815",1078,40,Waikiki,"Waikiki, Rest of Hawaii",4.6,Rest of Hawaii,3,No,Excellent,Dark Green,No,216,Dollar($),No
Lulu's Waikiki,17142747,21.271826,-157.822716,"2586 Kalakaua Ave, Honolulu, HI 96815",232,25,Waikiki,"Waikiki, Rest of Hawaii",3.9,Rest of Hawaii,2,No,Good,Yellow,No,216,Dollar($),No
Duke's Waikiki,17141990,21.277583,-157.827196,"2335 Kalakaua Ave, Honolulu, HI 96815",1492,70,Waikiki,"Waikiki, Rest of Hawaii",4.4,Rest of Hawaii,4,No,Very Good,Green,No,216,Dollar($),No
Eggs 'n Things,17144732,21.280663,-157.831538,"343 Saratoga Road, Honolulu, HI 96815",535,10,Waikiki,"Waikiki, Rest of Hawaii",4.0,Rest of Hawaii,1,No,Very Good,Green,No,216,Dollar($),No
Roy's,17143282,21.279154,-157.831176,"226 Lewers St, Honolulu, HI 96815",531,70,Waikiki,"Waikiki, Rest of Hawaii",4.2,Rest of Hawaii,4,No,Very Good,Green,No,216,Dollar($),No
Wailana Coffee House,17143705,21.285396,-157.836031,"1860 Ala Moana Blvd, Honolulu, HI 96815",694,25,Waikiki,"Waikiki, Rest of Hawaii",4.2,Rest of Hawaii,2,No,Very Good,Green,No,216,Dollar($),No
The Lady & Sons,17615915,32.0804,-81.0954,"102 W Congress St, Savannah, GA 31401",1201,40,Savannah,"Savannah, Savannah",3.3,Savannah,3,No,Average,Orange,No,216,Dollar($),No
Green Truck Pub,17616487,32.052858,-81.096647,"2430 Habersham Street, Savannah, GA 31401",906,40,Savannah,"Savannah, Savannah",4.7,Savannah,3,No,Excellent,Dark Green,No,216,Dollar($),No
Leopold's Ice Cream,17615924,32.0785,-81.0894,"212 E Broughton Street, Savannah, GA 31401",880,10,Savannah,"Savannah, Savannah",4.6,Savannah,1,No,Excellent,Dark Green,No,216,Dollar($),No
Mrs. Wilkes' Dining Room,17615979,32.0727,-81.0955,"107 W Jones St, Savannah, GA 31401",1014,40,Savannah,"Savannah, Savannah",4.5,Savannah,3,No,Excellent,Dark Green,No,216,Dollar($),No
Zunzi's,17616266,32.0775,-81.0911,"108 E York Street, Savannah, GA 31401",796,25,Savannah,"Savannah, Savannah",4.5,Savannah,2,No,Excellent,Dark Green,No,216,Dollar($),No
Moon River Brewing Company,17615976,32.0809,-81.0916,"21 W Bay St, Savannah, GA 31401",747,25,Savannah,"Savannah, Savannah",3.7,Savannah,2,No,Good,Yellow,No,216,Dollar($),No
Pirates' House Restaurant,17616025,32.0782,-81.0844,"20 E Broad St, Savannah, GA 31401",566,40,Savannah,"Savannah, Savannah",3.8,Savannah,3,No,Good,Yellow,No,216,Dollar($),No
B. Matthew's Eatery,17615597,32.0798,-81.0875,"325 E Bay St, Savannah, GA 31401",683,25,Savannah,"Savannah, Savannah",4.1,Savannah,2,No,Very Good,Green,No,216,Dollar($),No
Crystal Beer Parlor,17615740,32.0735,-81.0979,"301 W Jones St, Savannah, GA 31401",690,25,Savannah,"Savannah, Savannah",4.4,Savannah,2,No,Very Good,Green,No,216,Dollar($),No
Goose Feathers Cafe and Bakery,17616203,32.0801,-81.0941,"39 Barnard St, Savannah, GA 31401",680,10,Savannah,"Savannah, Savannah",4.2,Savannah,1,No,Very Good,Green,No,216,Dollar($),No
Henry's,17616590,32.0794767,-81.0905213,"28 Drayton St, Savannah, GA 31401",287,10,Savannah,"Savannah, Savannah",4.1,Savannah,1,No,Very Good,Green,No,216,Dollar($),No
Huey's On The River,17615855,32.0812,-81.0897,"115 E River St, Savannah, GA 31401",802,40,Savannah,"Savannah, Savannah",4.1,Savannah,3,No,Very Good,Green,No,216,Dollar($),No
J. Christopher's,17616348,32.074495,-81.091482,"122 E. Liberty, Savannah, GA 31401",710,25,Savannah,"Savannah, Savannah",4.3,Savannah,2,No,Very Good,Green,No,216,Dollar($),No
Lulu's Chocolate Bar,17616368,32.080742,-81.097051,"42 MLK Jr. Blvd, Savannah, GA 31401",456,10,Savannah,"Savannah, Savannah",4.3,Savannah,1,No,Very Good,Green,No,216,Dollar($),No
Rocks on the River,17616400,32.081394,-81.092484,"102 West Bay St., Savannah, GA 31401",687,70,Savannah,"Savannah, Savannah",4.0,Savannah,4,No,Very Good,Green,No,216,Dollar($),No
SOHO South Cafe,17616076,32.0747,-81.0939,"12 W Liberty St, Savannah, GA 31401",719,25,Savannah,"Savannah, Savannah",4.3,Savannah,2,No,Very Good,Green,No,216,Dollar($),No
The Olde Pink House,17616205,32.0798,-81.0897,"23 Abercorn St, Savannah, GA 31401",1803,70,Savannah,"Savannah, Savannah",4.4,Savannah,4,No,Very Good,Green,No,216,Dollar($),No
Vic's On The River,17616222,32.0809,-81.0908,"26 E Bay St, Savannah, GA 31401",558,70,Savannah,"Savannah, Savannah",4.1,Savannah,4,No,Very Good,Green,No,216,Dollar($),No
The Crab Shack,17616295,32.011689,-80.865909,"40 Estill Hammock Rd, Tybee Island, GA 31328",883,40,Tybee Island,"Tybee Island, Savannah",3.8,Savannah,3,No,Good,Yellow,No,216,Dollar($),No
Sky On 57,18483372,1.2826608,103.8600048,"10 Bayfront Avenue, 57 Marina Bay Sands 018956",34,300,"Bayfront Avenue, Downtown Core","Bayfront Avenue, Downtown Core, Singapore",3.4,Singapore,4,No,Average,Orange,No,184,Dollar($),No
Cut By Wolfgang Puck,18484349,1.285476931,103.8594222,"2 Bayfront Avenue, B1-71 Marina Bay Sands 018972",33,270,"Bayfront Subzone, Downtown Core","Bayfront Subzone, Downtown Core, Singapore",4.0,Singapore,4,No,Very Good,Green,No,184,Dollar($),No
Restaurant Andre,18496057,1.279419756,103.8403602,41 Bukit Pasoh Road 089855,33,500,"Cantonment Road, Outram","Cantonment Road, Outram, Singapore",3.8,Singapore,4,No,Good,Yellow,No,184,Dollar($),No
Potato Head Folk,18483389,1.280502991,103.8416688,36 Keong Saik Road 089143,34,80,"Chinatown, Outram","Chinatown, Outram, Singapore",3.1,Singapore,4,No,Average,Orange,No,184,Dollar($),No
Jaan,18483222,1.293220698,103.8536048,"2 Stamford Road, Level 70 Equinox Complex 178882",35,430,"City Hall, Downtown Core","City Hall, Downtown Core, Singapore",3.8,Singapore,4,No,Good,Yellow,No,184,Dollar($),No
Rhubarb Le Restaurant,18483085,1.27944363,103.8430222,"3 Duxton Hill, Duxton 089589",33,315,"Duxton Hill, Outram","Duxton Hill, Outram, Singapore",3.9,Singapore,4,No,Good,Yellow,No,184,Dollar($),No
Al'frank Cookies,18484423,1.300404333,103.859422,12 Haji Lane 189205,29,20,"Haji Lane, Rochor","Haji Lane, Rochor, Singapore",4.2,Singapore,2,No,Very Good,Green,No,184,Dollar($),No
Fratini La Trattoria,18483714,1.331128397,103.8070809,"10 Greenwood Avenue, Hillcrest Park 289201",35,100,"Hillcrest, Bukit Timah","Hillcrest, Bukit Timah, Singapore",4.1,Singapore,4,No,Very Good,Green,No,184,Dollar($),No
Boufe Boutique Cafe,18485469,1.29782554,103.8146178,"308 Tanglin Road,Phoenix Park #01-01  247974",29,50,"Kay Siang Road, Tanglin","Kay Siang Road, Tanglin, Singapore",3.2,Singapore,3,No,Average,Orange,No,184,Dollar($),No
The Refinery Singapore,18479690,1.310668316,103.8621195,"115 King George Avenue, #01-02 Ann Chuan Industrial Building 208561",30,80,"Lavender, Kallang","Lavender, Kallang, Singapore",3.2,Singapore,4,No,Average,Orange,No,184,Dollar($),No
Chye Seng Huat Hardware,18483224,1.311550709,103.8604162,150 Tyrwhitt Road 207563,33,40,"Lavender, Kallang","Lavender, Kallang, Singapore",3.7,Singapore,3,No,Good,Yellow,No,184,Dollar($),No
Makansutra Gluttons Bay,18493989,1.289761964,103.8558665,"803 Raffles Avenue, #01-15 Esplanade Mall 039802",25,30,"Marina Centre, Downtown Core","Marina Centre, Downtown Core, Singapore",3.0,Singapore,3,No,Average,Orange,No,184,Dollar($),No
Colony,18484464,1.2905805,103.859955,"7 Raffles Avenue, Ritz-carlton Millenia Singapore 039799",30,220,"Marina Centre, Downtown Core","Marina Centre, Downtown Core, Singapore",3.8,Singapore,4,No,Good,Yellow,No,184,Dollar($),No
Summer Pavilion,18483051,1.290800881,103.8601766,"The Ritz-Carlton, 7 Raffles Avenue,  Millenia Singapore,  039799",34,300,"Marina Centre, Downtown Core","Marina Centre, Downtown Core, Singapore",3.9,Singapore,4,No,Good,Yellow,No,184,Dollar($),No
The Lokal,18482983,1.278373182,103.840921,136 Neil Road 088865,33,60,"Neil Road, Outram","Neil Road, Outram, Singapore",3.1,Singapore,4,No,Average,Orange,No,184,Dollar($),No
I Am,18479742,1.301707168,103.8584296,"674 North Bridge Road, #01-01 Haji Lane 188804",32,60,"North Bridge Road, Rochor","North Bridge Road, Rochor, Singapore",3.2,Singapore,4,No,Average,Orange,No,184,Dollar($),No
Super Loco,18482938,1.290083898,103.839165,"The Quayside
60 Roberston Quay #01-13 238252",30,95,"Robertson Quay, Singapore River","Robertson Quay, Singapore River, Singapore",3.2,Singapore,4,No,Average,Orange,No,184,Dollar($),No
Artistry,18483082,1.303034648,103.8581813,17 Jalan Pinang 199149,28,50,"Sungai Pinang, Rochor","Sungai Pinang, Rochor, Singapore",3.8,Singapore,3,No,Good,Yellow,No,184,Dollar($),No
Bitters & Love,18483446,1.28197,103.8482541,118 Telok Ayer Street 068587,35,40,"Telok Ayer Street, Outram","Telok Ayer Street, Outram, Singapore",3.9,Singapore,3,No,Good,Yellow,No,184,Dollar($),No
Artichoke Cafe,18483252,1.299707726,103.8519943,"161 Middle Road, Sculpture Square 188978",33,75,"Victoria, Rochor","Victoria, Rochor, Singapore",3.2,Singapore,4,No,Average,Orange,No,184,Dollar($),No
Archie's Waeside,17621616,42.7956,-96.1608,"224 4th Ave NE, Le Mars, IA 51031",100,40,Le Mars,"Le Mars, Sioux City",3.7,Sioux City,3,No,Good,Yellow,No,216,Dollar($),No
Bob Roe's Pizza,17621696,42.4765,-96.379,"2320 Transit Ave, Sioux City, IA 51106",92,10,Sioux City,"Sioux City, Sioux City",3.6,Sioux City,1,No,Good,Yellow,No,216,Dollar($),No
Da Kao Restaurant,17621744,42.5026,-96.4173,"800 W 7th St, Sioux City, IA 51103",182,10,Sioux City,"Sioux City, Sioux City",3.8,Sioux City,1,No,Good,Yellow,No,216,Dollar($),No
Famous Dave's,17621759,42.492,-96.4051,"201 Pierce St, Sioux City, IA 51101",76,10,Sioux City,"Sioux City, Sioux City",3.6,Sioux City,1,No,Good,Yellow,No,216,Dollar($),No
Fuji Bay Japanese Restaurant,17621763,42.4965,-96.4046,"513 6th St, Sioux City, IA 51101",129,40,Sioux City,"Sioux City, Sioux City",3.7,Sioux City,3,No,Good,Yellow,No,216,Dollar($),No
HuHot Mongolian Grill,17621780,42.4391,-96.3479,"4229 S Lakeport St, Sioux City, IA 51106",94,25,Sioux City,"Sioux City, Sioux City",3.6,Sioux City,2,No,Good,Yellow,No,216,Dollar($),No
Hunan Palace,17621781,42.4375,-96.362,"3523 Singing Hills Blvd, Sioux City, IA 51106",129,25,Sioux City,"Sioux City, Sioux City",3.8,Sioux City,2,No,Good,Yellow,No,216,Dollar($),No
Jerry's Pizza,17621788,42.4764,-96.3596,"1417 Morningside Ave, Sioux City, IA 51106",178,25,Sioux City,"Sioux City, Sioux City",3.8,Sioux City,2,No,Good,Yellow,No,216,Dollar($),No
Jim's Burgers,17621793,42.4985,-96.4048,"800 Pierce St, Sioux City, IA 51101",97,10,Sioux City,"Sioux City, Sioux City",3.7,Sioux City,1,No,Good,Yellow,No,216,Dollar($),No
Johnnie Mars,17621796,42.495534,-96.378049,"2401 5th St, Sioux City, IA 51101",161,10,Sioux City,"Sioux City, Sioux City",3.9,Sioux City,1,No,Good,Yellow,No,216,Dollar($),No
Miles Inn,17621831,42.4876,-96.3755,"2622 Leech Ave, Sioux City, IA 51106",122,10,Sioux City,"Sioux City, Sioux City",3.7,Sioux City,1,No,Good,Yellow,No,216,Dollar($),No
Milwaukee Wiener House,17621832,42.4930681,-96.4063904,"301 Douglas St, Sioux City, IA 51101",195,10,Sioux City,"Sioux City, Sioux City",3.8,Sioux City,1,No,Good,Yellow,No,216,Dollar($),No
Minerva's Food & Cocktails,17621833,42.5212,-96.418,"2945 Hamilton Blvd, Sioux City, IA 51104",146,40,Sioux City,"Sioux City, Sioux City",3.7,Sioux City,3,No,Good,Yellow,No,216,Dollar($),No
Monterrey Mexican Restaurant,17621834,42.4351,-96.3691,"3138 Singing Hills Blvd, Sioux City, IA 51106",117,10,Sioux City,"Sioux City, Sioux City",3.7,Sioux City,1,No,Good,Yellow,No,216,Dollar($),No
Rebos,17621869,42.4944454,-96.3959487,"1107 4th St, Sioux City, IA 51101",187,25,Sioux City,"Sioux City, Sioux City",3.8,Sioux City,2,No,Good,Yellow,No,216,Dollar($),No
Tokyo Japanese Steakhouse & Sushi Bar,17621960,42.440592,-96.349464,"4567 Southern Hills Drive, Sioux City, IA 51106",239,40,Sioux City,"Sioux City, Sioux City",3.9,Sioux City,3,No,Good,Yellow,No,216,Dollar($),No
Diamond Thai Cuisine,17621746,42.5011,-96.4136,"515 W 7th St, Sioux City, IA 51103",303,10,Sioux City,"Sioux City, Sioux City",4.0,Sioux City,1,No,Very Good,Green,No,216,Dollar($),No
El Fredo Pizza,17621755,42.5106,-96.4204,"523 W 19th St, Sioux City, IA 51103",280,40,Sioux City,"Sioux City, Sioux City",4.0,Sioux City,3,No,Very Good,Green,No,216,Dollar($),No
Trattoria Fresco,17621946,42.4949153,-96.4019631,"416 Jackson St., Sioux City, IA 51101",271,25,Sioux City,"Sioux City, Sioux City",4.0,Sioux City,2,No,Very Good,Green,No,216,Dollar($),No
Kahill's Steak-Fish Chophouse,17621552,42.485608,-96.4092028,"385 E 4th St, South Sioux City, IA 68776",58,70,South Sioux City,"South Sioux City, Sioux City",3.5,Sioux City,4,No,Good,Yellow,No,216,Dollar($),No
Rumba Island Bar & Grill,17096140,27.96076,-82.762624,"1800 Gulf To Bay Blvd, Clearwater, FL 33765",1321,25,Clearwater,"Clearwater, Tampa Bay",4.6,Tampa Bay,2,No,Excellent,Dark Green,No,216,Dollar($),No
Red Mesa Cantina,17099925,27.770026,-82.636924,"128 3rd St S, St Petersburg, FL 33701",1629,25,Downtown St Petersburg,"Downtown St Petersburg, Tampa Bay",4.6,Tampa Bay,2,No,Excellent,Dark Green,No,216,Dollar($),No
BellaBrava,17092257,27.7737426,-82.6329663,"204 Beach Drive Northeast, St Petersburg, FL 33701",921,25,Downtown St Petersburg,"Downtown St Petersburg, Tampa Bay",4.1,Tampa Bay,2,No,Very Good,Green,No,216,Dollar($),No
Ceviche Tapas Bar & Restaurant,17092799,27.7711464,-82.6333294,"10 Beach Dr, St Petersburg, FL 33701",986,25,Downtown St Petersburg,"Downtown St Petersburg, Tampa Bay",4.1,Tampa Bay,2,No,Very Good,Green,No,216,Dollar($),No
The Moon Under Water,17095222,27.775462,-82.632174,"332 Beach Dr NE, St Petersburg, FL 33701",1020,25,Downtown St Petersburg,"Downtown St Petersburg, Tampa Bay",4.1,Tampa Bay,2,No,Very Good,Green,No,216,Dollar($),No
Bern's Steak House,17092293,27.931516,-82.482962,"1208 S Howard Ave, Tampa, FL 33606",3157,70,Hyde Park,"Hyde Park, Tampa Bay",4.7,Tampa Bay,4,No,Excellent,Dark Green,No,216,Dollar($),No
Boca Kitchen Bar Market,17102241,27.941942,-82.46887,"901 W. Platt St., Tampa, FL 33606",665,40,Hyde Park,"Hyde Park, Tampa Bay",3.9,Tampa Bay,3,No,Good,Yellow,No,216,Dollar($),No
Edison: Food+Drink Lab,17102579,27.944244,-82.469306,"912 W Kennedy Blvd, Tampa, FL 33606",373,70,Hyde Park,"Hyde Park, Tampa Bay",3.9,Tampa Bay,4,No,Good,Yellow,No,216,Dollar($),No
Ceviche Tapas Bar & Restaurant,17092801,27.9410382,-82.4852372,"2500 W Azeele St, Tampa, FL 33609",1007,25,Hyde Park,"Hyde Park, Tampa Bay",4.4,Tampa Bay,2,No,Very Good,Green,No,216,Dollar($),No
Daily Eats,17093273,27.935039,-82.483124,"901 S Howard Avenue, Tampa, FL 33606",803,25,Hyde Park,"Hyde Park, Tampa Bay",4.4,Tampa Bay,2,No,Very Good,Green,No,216,Dollar($),No
Salt Rock Grill,17096198,27.848357,-82.843253,"19325 Gulf Blvd, Indian Shores, FL 33785",1363,40,Indian Rocks/Indian Shores,"Indian Rocks/Indian Shores, Tampa Bay",4.2,Tampa Bay,3,No,Very Good,Green,No,216,Dollar($),No
Mazzaro's Italian Market,17095098,27.792047,-82.673621,"2909 22nd Ave N, St Petersburg, FL 33713",1424,10,Kenwood,"Kenwood, Tampa Bay",4.9,Tampa Bay,1,No,Excellent,Dark Green,No,216,Dollar($),No
Conch Republic Grill,17093135,27.816086,-82.820856,"16699 Gulf Blvd, North Redington Beach, FL 33708",844,40,Madeira Beach/Redington Beach,"Madeira Beach/Redington Beach, Tampa Bay",4.5,Tampa Bay,3,No,Excellent,Dark Green,No,216,Dollar($),No
Mr. Dunderbak's Biergarten and Marketplatz,17095236,28.082909,-82.41294,"14929 Bruce B Downs Blvd, Tampa, FL 33612",1413,40,New Tampa,"New Tampa, Tampa Bay",4.9,Tampa Bay,3,No,Excellent,Dark Green,No,216,Dollar($),No
Red Mesa Restaurant,17095979,27.816848,-82.638843,"4912 4th St N, St Petersburg, FL 33703",1203,40,Northeast St Petersburg,"Northeast St Petersburg, Tampa Bay",4.5,Tampa Bay,3,No,Excellent,Dark Green,No,216,Dollar($),No
Datz,17099856,27.9219315,-82.4932815,"2616 S Macdill Avenue, Tampa, FL 33629",3074,40,Palma Ceia,"Palma Ceia, Tampa Bay",4.7,Tampa Bay,3,No,Excellent,Dark Green,No,216,Dollar($),No
Ella's Americana Folk Art Cafe,17100307,27.993645,-82.451041,"5119 N Nebraska Ave, Tampa, FL 33603",1715,40,Seminole Heights,"Seminole Heights, Tampa Bay",4.8,Tampa Bay,3,No,Excellent,Dark Green,No,216,Dollar($),No
Taco Bus,17093600,27.995964,-82.449897,"913 E Hillsborough Ave, Tampa, FL 33604",1868,10,Seminole Heights,"Seminole Heights, Tampa Bay",4.5,Tampa Bay,1,No,Excellent,Dark Green,No,216,Dollar($),No
The Refinery,17100547,27.99384,-82.459339,"5137 N. Florida Ave., Tampa, FL 33603",875,40,Seminole Heights,"Seminole Heights, Tampa Bay",4.0,Tampa Bay,3,No,Very Good,Green,No,216,Dollar($),No
Columbia Restaurant,17093124,27.959884,-82.4351499,"2117 E 7th Ave, Tampa, FL 33605",1746,40,Ybor City,"Ybor City, Tampa Bay",4.4,Tampa Bay,3,No,Very Good,Green,No,216,Dollar($),No
1918 Bistro & Grill,16608059,-34.519619,138.966064,"94 Murray St, Tanunda, SA",339,30,Tanunda,"Tanunda, Tanunda",4.4,Tanunda,3,No,Very Good,Green,No,14,Dollar($),No
Pig and Whistle,16605194,-37.396942,144.41272,"Pearsons Rd, Trentham East, VIC",87,20,Trentham East,"Trentham East, Trentham East",4.1,Trentham East,2,No,Very Good,Green,No,14,Dollar($),No
Buffalo Wild Wings,17678243,30.846819,-83.319123,"1553 Baytree Rd., Valdosta, GA 31602",98,25,Valdosta,"Valdosta, Valdosta",3.4,Valdosta,2,No,Average,Orange,No,216,Dollar($),No
El Toreo Mexican Restaurant,17678043,30.8426,-83.3247,"1713 Gornto Rd, Valdosta, GA 31601",83,25,Valdosta,"Valdosta, Valdosta",3.1,Valdosta,2,No,Average,Orange,No,216,Dollar($),No
306 North Restaurant,17677978,30.8332,-83.2799,"306 N Patterson St, Valdosta, GA 31601",231,40,Valdosta,"Valdosta, Valdosta",3.9,Valdosta,3,No,Good,Yellow,No,216,Dollar($),No
Austins Cattle Co,17677988,30.8164364,-83.3170843,"2101 W Hill Ave, Valdosta, GA 31601",216,40,Valdosta,"Valdosta, Valdosta",3.7,Valdosta,3,No,Good,Yellow,No,216,Dollar($),No
Beijing Cafe,17678231,30.841892,-83.318554,"1715 C Norman Drive, Valdosta, GA 31601",185,35,Valdosta,"Valdosta, Valdosta",3.8,Valdosta,3,No,Good,Yellow,No,216,Dollar($),No
Bleu Cafe,17677990,30.8308,-83.279,"125 N Patterson St, Valdosta, GA 31601",185,25,Valdosta,"Valdosta, Valdosta",3.7,Valdosta,2,No,Good,Yellow,No,216,Dollar($),No
Bleu Pub,17677991,30.8308,-83.2792,"116 W Hill Ave, Valdosta, GA 31601",281,10,Valdosta,"Valdosta, Valdosta",3.8,Valdosta,1,No,Good,Yellow,No,216,Dollar($),No
Bubba Jax Crab Shack,17678307,30.8223548,-83.3085736,"1700 W Hill Ave, Valdosta, GA 31601",137,40,Valdosta,"Valdosta, Valdosta",3.7,Valdosta,3,No,Good,Yellow,No,216,Dollar($),No
Cheddar's Scratch Kitchen,17678276,30.824691,-83.316402,"270 Norman Drive, Valdosta, GA 31601",209,25,Valdosta,"Valdosta, Valdosta",3.7,Valdosta,2,No,Good,Yellow,No,216,Dollar($),No
